name,province,region,country
Domaine Dugois,France Other,Arbois,France
Siete Fincas,Mendoza Province,Mendoza,Argentina
Steelhead Vineyards,California,North Coast,US
Tenuta San Mauro,Piedmont,Barbaresco,Italy
Tenute Sella,Piedmont,Bramaterra,Italy
Hauner,Sicily & Sardinia,Malvasia delle Lipari,Italy
Ibarra,California,Santa Ynez Valley,US
Icardi,Piedmont,Barbaresco,Italy
Livio Voghera,Piedmont,Barbaresco,Italy
Quinta do Covão,Dão,,Portugal
Red Knot,South Australia,McLaren Vale,Australia
Big Basin,California,Monterey-Santa Cruz,US
Big Basin,California,Paso Robles,US
Michel & Stéphane Ogier,Rhône Valley,Condrieu,France
Domaine Jamet,Rhône Valley,Côte Rôtie,France
Domaine Santa Duc,Rhône Valley,Châteauneuf-du-Pape,France
Benjamin de Rothschild & Vega Sicilia SA,Northern Spain,Rioja,Spain
Big Basin,California,California,US
Hersly,California,Russian River Valley,US
Thistledown,South Australia,McLaren Vale,Australia
Fattoria di Valiano,Tuscany,Chianti Classico,Italy
Undurraga,Pirque,,Chile
V. Sattui,California,Los Carneros,US
Vecchie Terre di Montefili,Tuscany,Chianti Classico,Italy
Voliero,Tuscany,Brunello di Montalcino,Italy
Monteraponi,Tuscany,Chianti Classico,Italy
Nauerth-Gnägy,Pfalz,,Germany
Il Conventino,Tuscany,Vino Nobile di Montepulciano,Italy
Marchesi de' Frescobaldi,Tuscany,Pomino,Italy
Domaine Val d'Astier,Provence,Côtes de Provence,France
Fanetti - Tenuta S. Agnese,Tuscany,Vino Nobile di Montepulciano,Italy
Fattoria San Felo,Tuscany,Toscana,Italy
Flying Dreams,Washington,Walla Walla Valley (WA),US
Goretti,Central Italy,Montefalco Rosso,Italy
Gracciano della Seta,Tuscany,Vino Nobile di Montepulciano,Italy
Brooklyn Winery,New York,Finger Lakes,US
Wine for Food,Italy Other,Italy,Italy
XYZin,California,California,US
Tenuta Carretta,Piedmont,Roero Arneis,Italy
Scott,California,Central Coast,US
Sonnet Cellars,Washington,Columbia Valley (WA),US
Familia Mayol,Mendoza Province,Mendoza,Argentina
Grasso,California,Napa Valley,US
Taz,California,Sta. Rita Hills,US
Stuhlmuller Vineyards,California,Alexander Valley,US
Symington Family Estates,Douro,,Portugal
WildAire,Oregon,Applegate Valley,US
Amici,California,Napa Valley,US
Ataíde Semedo,Bairrada,,Portugal
Domaine de l'Aujardière,Loire Valley,Muscadet Côtes de Grandlieu,France
Vista Hills,Oregon,Willamette Valley,US
Vignobles Arno,Bordeaux,Francs Côtes de Bordeaux,France
Marqués de Gelida,Catalonia,Penedès,Spain
Heidsieck & Co Monopole,Champagne,Champagne,France
Cascina Castlet,Piedmont,Moscato d'Asti,Italy
Château des Antonins,Bordeaux,Bordeaux Supérieur,France
Château Grand Secret,Bordeaux,Blaye Côtes de Bordeaux,France
Château les Clauzots,Bordeaux,Graves,France
Château Montlau,Bordeaux,Bordeaux Supérieur,France
Château Terres Douces,Bordeaux,Bordeaux,France
Domaine de Courteillac,Bordeaux,Bordeaux Supérieur,France
Fattori,Veneto,Lessini Durello,Italy
Legado del Moncayo,Northern Spain,Campo de Borja,Spain
Château Labat,Bordeaux,Haut-Médoc,France
Clif Family,California,California,US
Col di Lamo,Tuscany,Brunello di Montalcino,Italy
Donatella Cinelli Colombini,Tuscany,Brunello di Montalcino,Italy
Drew,California,Mendocino Ridge,US
John Anthony,California,Napa Valley,US
Tenuta Oliveto,Tuscany,Brunello di Montalcino,Italy
Trivium,California,St. Helena,US
Tyler Florence,California,Napa Valley,US
Frank Family,California,Los Carneros,US
Carmel,Shomron,,Israel
Croney Estates,Marlborough,,New Zealand
Belle Glos,California,Santa Lucia Highlands,US
Chateau Ste. Michelle & Dr. Loosen,Washington,Columbia Valley (WA),US
Coup de Foudre,California,Napa Valley,US
Valsacro,Northern Spain,Rioja,Spain
Mezzacorona,Northeastern Italy,Teroldego Rotaliano,Italy
Pintia,Northern Spain,Toro,Spain
Vindemio,Rhône Valley,Ventoux,France
Waits-Mast,California,Sta. Rita Hills,US
Eponymous,California,Napa Valley,US
K Vintners,Washington,Columbia Valley (WA),US
Nittnaus Anita und Hans,Leithaberg,,Austria
Cuvée Valentin Duc,Languedoc-Roussillon,Faugères,France
Domaine Saint Antonin,Languedoc-Roussillon,Faugères,France
Jawbone,California,Dry Creek Valley,US
Jean Edwards,California,Napa Valley,US
La Tordera,Veneto,Prosecco,Italy
Maccari Spumanti,Veneto,Valdobbiadene Superiore di Cartizze,Italy
Cà del Vént,Lombardy,Franciacorta,Italy
Castelveder,Lombardy,Franciacorta,Italy
Biltmore Estate,North Carolina,North Carolina,US
Domino,Mendoza Province,Mendoza,Argentina
Rockgarden,Virginia,Virginia,US
Bougrier,Loire Valley,Rosé d'Anjou,France
Naked Mountain,Virginia,Virginia,US
Vidigal,Vinho Verde,,Portugal
Estate 1856,California,Sonoma County,US
North Gate,Virginia,Virginia,US
Virginia Mountain Vineyards,Virginia,Virginia,US
Four Fields,California,El Dorado County,US
Glass House,Virginia,Monticello,US
Tres Exilios,Mendoza Province,Mendoza,Argentina
Bougrier,Loire Valley,Vouvray,France
Jones von Drehle,North Carolina,Yadkin Valley,US
Terrenal,Mendoza Province,Mendoza,Argentina
Domaine Rossignol-Trapet,Burgundy,Chambertin,France
Bouchard Père & Fils,Burgundy,Chevalier-Montrachet,France
Bouchard Père & Fils,Burgundy,Corton,France
Veglio,Piedmont,Barbera d'Alba Superiore,Italy
Tour 52,Other,San Juan,Argentina
Pio Cesare,Piedmont,Cortese di Gavi,Italy
Terry Hoage,California,Paso Robles,US
Boroli,Piedmont,Barbera d'Alba,Italy
Poderi Colla,Piedmont,Dolcetto d'Alba,Italy
Calcareous,California,York Mountain,US
Mania,Northern Spain,Rueda,Spain
Neirano,Piedmont,Moscato d'Asti,Italy
Fontanafredda,Piedmont,Moscato d'Asti,Italy
Delfosse,Virginia,Monticello,US
Pelassa,Piedmont,Barbera d'Alba,Italy
Jean-Luc Baldès,Southwest France,Vin de Pays du Comté Tolosan,France
O. Fournier,Other,Cafayate,Argentina
Pier,Piedmont,Langhe,Italy
E. Guigal,Rhône Valley,Gigondas,France
Cave Freudenreich,Alsace,Alsace,France
Saget la Perrière,Loire Valley,Touraine Amboise,France
Guarachi Family,California,Sonoma Coast,US
Teós,Northern Spain,Rioja,Spain
Zusslin,Alsace,Alsace,France
De Tierra,California,Santa Lucia Highlands,US
Rocky Point,Oregon,Willamette Valley,US
The Decision,California,Russian River Valley,US
Comenge,Northern Spain,Ribera del Duero,Spain
McPherson Wine Company,Victoria,Victoria,Australia
Omero,Oregon,Ribbon Ridge,US
Parmeson,California,Russian River Valley,US
Romeo,Tuscany,Vino Nobile di Montepulciano,Italy
Serni Fulvio Luigi,Tuscany,Bolgheri,Italy
La Fornace,Tuscany,Brunello di Montalcino,Italy
Duchman Family,Texas,Texas,US
Terrapura,Aconcagua Valley,,Chile
Cavatappi,Washington,Columbia Valley (WA),US
Agnitio,California,Sonoma Coast,US
Le Cercle des Vignerons Saint-Louis,Provence,Coteaux Varois en Provence,France
Manzoni,California,San Benito County,US
Paris Valley Road Cellars,California,California,US
Picayune,California,Sonoma Coast,US
Picayune,California,Sonoma County-Napa County,US
James Charles,Virginia,Virginia,US
Louis Max,Burgundy,Bourgogne,France
Louis Max,Burgundy,Coteaux Bourguignons,France
Arché,Texas,Texas High Plains,US
Domaine de Guiot,Languedoc-Roussillon,Vin de Pays d'Oc,France
Domaine Jayer-Gilles,Burgundy,Bourgogne Hautes Côtes de Beaune,France
Mariana,Mendoza Province,Mendoza,Argentina
Carmen,Rapel Valley,,Chile
Chono,Maipo Valley,,Chile
Mas Belles Eaux,Languedoc-Roussillon,Vin de Pays d'Oc,France
Portal Del Alto,Maule Valley,,Chile
Santa Carolina,Rapel Valley,,Chile
Simonnet-Febvre,Burgundy,Petit Chablis,France
C. Beck,California,Napa Valley,US
Dominus,California,Napa Valley,US
Fortress,California,Red Hills Lake County,US
Henriot,Champagne,Champagne,France
Ardenvoir,Washington,Columbia Valley (WA),US
Domaine de la Vougeraie,Burgundy,Beaune,France
Domaine de la Vougeraie,Burgundy,Savigny-lès-Beaune,France
Domaine Jean Monnier et Fils,Burgundy,Meursault,France
Gehricke,California,Russian River Valley,US
Goodfellow,Oregon,Dundee Hills,US
Viña Cobos,Mendoza Province,Valle de Uco,Argentina
Presqu'ile,California,Santa Maria Valley,US
Recanati,Israel,,Israel
Domaine Arnoux Père et Fils,Burgundy,Beaune,France
Château Tournefeuille,Bordeaux,Lalande de Pomerol,France
Esterházy,Leithaberg,,Austria
Benaddiction,New York,New York,US
Burnt Bridge,Washington,Horse Heaven Hills,US
Château de Fieuzal,Bordeaux,Pessac-Léognan,France
Château Trois Moulins,Bordeaux,Haut-Médoc,France
Concha y Toro,Cachapoal Valley,,Chile
Cougar Crest,Washington,Walla Walla Valley (WA),US
Cusumano,Sicily & Sardinia,Terre Siciliane,Italy
Markus Wine Co,California,Lodi,US
Hannes Reeh,Neusiedlersee,,Austria
Porter Family Vineyards,California,Coombsville,US
Silver Horse,California,Paso Robles,US
Meli,Maule Valley,,Chile
Sante Arcangeli,California,Ben Lomond Mountain,US
Sartarelli,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Italy
T.P.O.,Wiener Gemischter Satz,,Austria
Three Sticks,California,Sta. Rita Hills,US
Velenosi,Central Italy,Rosso Piceno Superiore,Italy
Kiona,Washington,Washington,US
La Staffa,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Italy
Château Lacaussade Saint-Martin,Bordeaux,Blaye Côtes de Bordeaux,France
Château Terre Blanque,Bordeaux,Blaye Côtes de Bordeaux,France
Corte Fornello,Veneto,Bardolino,Italy
Encostas de Estremoz,Alentejano,,Portugal
Famille Laplace,Southwest France,Madiran,France
Goretti,Central Italy,Montefalco Sagrantino,Italy
Grand Bateau,Bordeaux,Bordeaux,France
Jessie's Grove,California,California,US
Longship,Washington,Columbia Valley (WA),US
Luigi Righetti,Veneto,Valpolicella Classico Superiore Ripasso,Italy
March,Washington,Columbia Valley (WA),US
Maryhill,Washington,Rattlesnake Hills,US
Rock Wall,California,Contra Costa County,US
J. Wright,Oregon,Willamette Valley,US
Pala,Sicily & Sardinia,Monica di Sardegna,Italy
Jacques Charlet,Burgundy,Mâcon-Villages,France
Koz,California,Central Coast,US
Los Haroldos,Mendoza Province,Mendoza,Argentina
Louis Latour,Burgundy,Pouilly-Fuissé,France
Martin Ray,California,Santa Barbara County,US
Château Gigault,Bordeaux,Blaye Côtes de Bordeaux,France
Château Haut la Pointe,Bordeaux,Blaye Côtes de Bordeaux,France
Château Hyot,Bordeaux,Castillon Côtes de Bordeaux,France
Criadores de Rioja,Northern Spain,Rioja,Spain
De Paola Vineyard,California,Arroyo Grande Valley,US
Domaine Jean Bousquet,Mendoza Province,Mendoza,Argentina
Albet I Noya,Catalonia,Catalunya,Spain
Apex,Washington,Horse Heaven Hills,US
Cantina di Montalcino,Tuscany,Brunello di Montalcino,Italy
Château de Ricaud,Bordeaux,Cadillac Côtes de Bordeaux,France
Drusian,Veneto,Valdobbiadene Prosecco Superiore,Italy
Sanfeletto,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Italy
Svago Buono,California,Santa Ynez Valley,US
Waxwing,California,Santa Lucia Highlands,US
Bruno Giacosa,Italy Other,Vino Spumante,Italy
Leah Jørgensen Cellars,Oregon,Southern Oregon,US
Jaxon,Oregon,Southern Oregon,US
Jeeper,Champagne,Champagne,France
Larrea,Mendoza Province,Mendoza,Argentina
Dobbes Family Estate,Oregon,Chehalem Mountains,US
Domaine Delaporte,Loire Valley,Sancerre,France
Franz Gojer-Glögglhof,Northeastern Italy,Alto Adige,Italy
Gill's Pier,Michigan,Leelanau Peninsula,US
Quinta do Noval,Duriense,,Portugal
TH,California,Paso Robles Willow Creek District,US
Altos Las Hormigas,Mendoza Province,Uco Valley,Argentina
Barkan,Negev,,Israel
Campo Alegre,Northern Spain,Rueda,Spain
Collavini,Northeastern Italy,Friuli Colli Orientali,Italy
Domaine Moltès,Alsace,Alsace,France
Belasco de Baquedano,Mendoza Province,Luján de Cuyo,Argentina
Martin Schaetzel,Alsace,Alsace,France
Monmousseau,Loire Valley,Touraine,France
Willm,Alsace,Crémant d'Alsace,France
Kaiken,Other,Salta,Argentina
Laguna,California,Russian River Valley,US
Le Mulet Rouge,California,Fiddletown,US
Livon,Northeastern Italy,Collio,Italy
Luna Hart,California,Central Coast,US
Masottina,Veneto,Prosecco Treviso,Italy
Mendoza Vineyards,Other,Argentina,Argentina
Naggiar,California,Nevada County,US
Phantom Bay,Marlborough,,New Zealand
Finca la Melonera,Andalucia,Málaga,Spain
Giol,Veneto,Prosecco Treviso,Italy
Sineann,Oregon,Oregon,US
De Bortoli,Australia Other,Australia,Australia
Tasca d'Almerita,Sicily & Sardinia,Salina,Italy
Tedeschi,Veneto,Recioto della Valpolicella Classico,Italy
Martella,California,California,US
Fournier Père et Fils,Loire Valley,Val de Loire,France
Aguijón De Abeja,Other,Argentina,Argentina
Casa Perini,Serra Gaúcha,,Brazil
Bougrier,Loire Valley,Rosé de Loire,France
Torrevieja,Mendoza Province,Mendoza,Argentina
Chessman,California,Santa Barbara County,US
Domaine Chevillon-Chezeaux,Burgundy,Bourgogne Hautes Côtes de Nuits,France
Pascal Bouchard,Burgundy,Petit Chablis,France
Sand Dollar,California,Central Coast,US
Bougrier,Loire Valley,Muscadet Sèvre et Maine,France
Caviro,Central Italy,Romagna,Italy
Hacienda del Plata,Mendoza Province,Mendoza,Argentina
Gaggioli,Central Italy,Colli Bolognesi,Italy
Luretta,Central Italy,Colli Piacentini,Italy
Vinicola Fraternidad,Valle de Guadalupe,,Mexico
Cottonwood Creek,California,California,US
Fattoria Giuseppe Savini,Veneto,Prosecco,Italy
Quinta de São Sebastião,Lisboa,,Portugal
Jacella,California,Carneros,US
Michael Pozzan,California,Napa Valley,US
Moro di Rinaldini,Central Italy,Lambrusco Reggiano,Italy
Moro di Rinaldini,Central Italy,Emilia-Romagna,Italy
Zardetto,Veneto,Veneto,Italy
Truett Hurst,California,Russian River Valley,US
Vinos Magbel,Valle de Guadalupe,,Mexico
Cantine dei Colli Tramonte,Veneto,Veneto,Italy
Château Villegeorge,Bordeaux,Haut-Médoc,France
Château Bellegrave,Bordeaux,Pauillac,France
Château La Grave à Pomerol,Bordeaux,Pomerol,France
Château Poujeaux,Bordeaux,Moulis-en-Médoc,France
Château Haut-Simard,Bordeaux,Saint-Émilion,France
Château Larose-Trintaudon,Bordeaux,Haut-Médoc,France
Château Maucaillou,Bordeaux,Moulis-en-Médoc,France
Château Romer,Bordeaux,Sauternes,France
Château Bertineau Saint-Vincent,Bordeaux,Lalande de Pomerol,France
Château Cissac,Bordeaux,Haut-Médoc,France
Domaine Berthet-Bondet,France Other,Château-Chalon,France
Hartford Court,California,Sonoma Coast,US
San Felice,Tuscany,Chianti Classico,Italy
Williams Selyem,California,Anderson Valley,US
Quinta dos Murças,Douro,,Portugal
Sanguis,California,Santa Maria Valley,US
Matanzas Creek,California,Bennett Valley,US
Terra do Castelo,Galicia,Ribeiro,Spain
The Old Field,New York,North Fork of Long Island,US
JCK Wine Company,California,Sonoma County,US
Schröder & Schÿler,Bordeaux,Bordeaux,France
Suhru,New York,New York,US
Thousand Islands Winery,New York,New York,US
Almquist,Washington,Wahluke Slope,US
Château Haut Mouleyre,Bordeaux,Bordeaux Blanc,France
Château Tour le Pin,Bordeaux,Bordeaux Blanc,France
DeTierra Vineyards,California,Santa Lucia Highlands,US
Domaine Michel Thomas et Fils,Loire Valley,Sancerre,France
Dusty Cellars,Washington,Washington,US
Unti,California,Dry Creek Valley,US
Verotto,California,Carneros,US
Finca La Niña,Mendoza Province,Mendoza,Argentina
Henri de Villamont,Burgundy,Mâcon-Mancey,France
Alma de los Andes,Mendoza Province,Mendoza,Argentina
Camaraderie,Washington,Washington,US
Simonnet-Febvre,Burgundy,Irancy,France
Tommasi,Northeastern Italy,Delle Venezie,Italy
Tre,California,California,US
Luna Nuda,Northeastern Italy,Delle Venezie,Italy
Mommessin,Burgundy,Pouilly-Fuissé,France
Le Fervent,Rhône Valley,Costières de Nîmes,France
Alheit,Olifants River,,South Africa
Kelleher,California,Russian River Valley,US
Lourensford,Stellenbosch,,South Africa
Fleur,California,Carneros,US
Warwick,Coastal Region,,South Africa
Pine Ridge,California,Rutherford,US
Rominger West,California,Yolo County,US
Cinquain,California,Paso Robles,US
Gorgo,Veneto,Veneto,Italy
Tsiakkas,Pitsilia Mountains,,Cyprus
Raumland,Germany,,Germany
Comartin,California,Santa Barbara County,US
Tardieu-Laurent,Rhône Valley,Rasteau,France
Traslanzas,Northern Spain,Cigales,Spain
Bodegas Leda,Northern Spain,Vino de la Tierra de Castilla y León,Spain
Bratcher,California,Santa Maria Valley,US
Fox Creek,South Australia,McLaren Vale,Australia
Archeus,Washington,Red Mountain,US
Cantina di Venosa,Southern Italy,Aglianico del Vulture,Italy
Cap Wine,Douro,,Portugal
Drei Donà,Central Italy,Romagna,Italy
Luna,California,Carneros,US
Martin Ranch,California,Central Coast,US
Villa Matilde,Southern Italy,Fiano di Avellino,Italy
Abraxas,Sicily & Sardinia,Passito di Pantelleria,Italy
Long Flat,South Australia,Coonawarra,Australia
Juniper,Western Australia,Margaret River,Australia
Domaine Vincent Dauvissat,Burgundy,Petit Chablis,France
Lagoon Hill,Martinborough,,New Zealand
Midsummer Cellars,California,Yolo County,US
Tablelands,East Coast,,New Zealand
Trapan,Istria,,Croatia
Avondale,Paarl,,South Africa
Boyanci,California,Napa Valley,US
Campo Alegre,Northern Spain,Toro,Spain
Wither Hills,Wairau Valley,,New Zealand
Coquerel Family Wine Estates,California,Napa Valley,US
Mionetto,Veneto,Veneto,Italy
Collalbrigo,Veneto,Prosecco del Veneto,Italy
Fleur de California,California,Central Coast,US
Bellenda,Veneto,Prosecco di Conegliano e Valdobbiadene,Italy
Umberto Fiore,Piedmont,Moscato d'Asti,Italy
Viansa,California,Carneros,US
Martini & Rossi,Italy Other,Italy,Italy
Martini & Rossi,Piedmont,Asti,Italy
Valley View,Oregon,Applegate Valley,US
Canella,Veneto,Prosecco del Veneto,Italy
Carpenè Malvolti,Veneto,Veneto,Italy
Falesco,Central Italy,Assisi,Italy
Ferraton Pere et Fils,Rhône Valley,Côtes du Rhône,France
Icaria,California,Alexander Valley,US
Bodegas La Cartuja,Catalonia,Priorat,Spain
Straccali,Tuscany,Chianti Classico,Italy
Jim Ball,California,Anderson Valley,US
Les Trois Couronnes,Rhône Valley,Côtes du Rhône,France
Möebius,Valle de Guadalupe,,Mexico
Fontana Candida,Central Italy,Frascati Superiore,Italy
Vinum Africa,Stellenbosch,,South Africa
Redhawk,Oregon,Willamette Valley,US
Spice Route,Darling,,South Africa
Drei Donà Tenuta La Palazza,Central Italy,Emilia-Romagna,Italy
Haut Marin,Southwest France,Côtes de Gascogne,France
LaZarre,California,Central Coast,US
Negretti,Piedmont,Langhe,Italy
Pico Maccario,Piedmont,Piedmont,Italy
Renteria,California,Russian River Valley,US
Rocca delle Macìe,Tuscany,Vernaccia di San Gimignano,Italy
Farnese,Central Italy,Terre di Chieti,Italy
Hatzidakis Winery,Santorini,,Greece
Vinum,California,Clarksburg,US
Vinum Cellars,California,El Dorado,US
Castellargo,Northeastern Italy,Friuli Grave,Italy
Ernst Gouws & Co.,Stellenbosch,,South Africa
Greek Wine Cellars,Mavrodaphne of Patras,,Greece
Post House,Stellenbosch,,South Africa
Domaine Costa Lazaridi,Attica,,Greece
Ladoucette,Loire Valley,Pouilly-Fumé,France
Capezzana,Tuscany,Carmignano,Italy
Paschal,Oregon,Rogue Valley,US
Louis Latour,Provence,Vin de Pays Var,France
Le Miccine,Tuscany,Chianti Classico,Italy
Fox Creek,South Australia,South Australia,Australia
Bladen,Marlborough,,New Zealand
Dundee Springs,Oregon,Oregon,US
Siskiyou Vineyards,Oregon,Oregon,US
Elisabetta,Tuscany,Toscana,Italy
Domaines Duffort,Provence,Côtes de Provence,France
Astoria,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Italy
Bellussi,Veneto,Valdobbiadene Superiore di Cartizze,Italy
Casa do Valle,Minho,,Portugal
Pieropan,Veneto,Soave,Italy
Quinta da Sequeira,Douro,,Portugal
